0,0,0.30403613596067536
0,1,0.2902627456324667
0,2,0.9405652214144442
0,3,0.5849275662740029
0,4,0.784434767773443
0,5,0.9479716068062111
0,6,0.8811327099913653
0,7,0.8064021649122799
0,8,0.7145123980852681
0,9,0.35079915665681927
1,0,0.39676639773027034
1,1,0.8051965532860442
1,2,0.22309168865850448
1,3,0.47915823768401455
1,4,0.6297124742825018
1,5,0.04031393767663849
1,6,0.01700577306567108
1,7,0.9019058302910701
1,8,0.3602566066150188
1,9,0.9614299295838729
2,0,0.48453387821362826
2,1,0.8905371353148709
2,2,0.2188740167407215
2,3,0.5898447059861792
2,4,0.570088438494299
2,5,0.019893300838574768
2,6,0.6384489798671475
2,7,0.4587419403693861
2,8,0.04870049347679695
2,9,0.9866306904298189
3,0,0.9575767882864384
3,1,0.161382650416943
3,2,0.792101138613307
3,3,0.8690125158239171
3,4,0.5940379943850193
3,5,0.08678018695431533
3,6,0.4036430447387205
3,7,0.5464987068251282
3,8,0.9165655721535474
3,9,0.5122101329680304
4,0,0.37212265543494594
4,1,0.9886202262886012
4,2,0.15290309594534712
4,3,0.10902159408037859
4,4,0.04567214377724371
4,5,0.9870349413888768
4,6,0.5926046333177525
4,7,0.9056459629473945
4,8,0.4803112165242527
4,9,0.41785526389037386
5,0,0.7785200977420005
5,1,0.9605925584829477
5,2,0.9022311722633435
5,3,0.6687342709855358
5,4,0.9392165310374917
5,5,0.07560909816430572
5,6,0.33557127646763163
5,7,0.37010175022204295
5,8,0.7526521120067211
5,9,0.8142495166852632
6,0,0.38841259790778815
6,1,0.432966345940042
6,2,0.6805075480840874
6,3,0.3535911258015987
6,4,0.7850289571381244
6,5,0.1783423272157061
6,6,0.4997820405290516
6,7,0.6836419185163045
6,8,0.9451240013549002
6,9,0.22730896856260996
7,0,0.4960575592250097
7,1,0.2996748478945629
7,2,0.8670237229238273
7,3,0.3034542056733267
7,4,0.2647342609443948
7,5,0.9517998409424818
7,6,0.06566981161667362
7,7,0.7267698712604401
7,8,0.6553794403361626
7,9,0.6478852112785127
8,0,0.5294387431573306
8,1,0.4448961246373895
8,2,0.0776329275827703
8,3,0.47077450684987165
8,4,0.7481082119472299
8,5,0.007825193893318372
8,6,0.7897559173330763
8,7,0.04838353654501226
8,8,0.024209187466990856
8,9,0.9974998855575411
9,0,0.30496991839236587
9,1,0.5334080078553786
9,2,0.3661693703491904
9,3,0.021611728259046892
9,4,0.4680825171727374
9,5,0.3285777732323556
9,6,0.3508756062957563
9,7,0.8625403241460453
9,8,0.5500250293889568
9,9,0.5527193167400835
